#This data comes from Nasdaq.com, its a concatenation of AMEX, NASDAQ, and NYSE listed tickers from early 2018

Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
FT,Franklin Universal Trust,6.61,166121819.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ft
FTA,First Trust Large Cap Value AlphaDEX Fund,52.78,1163799106,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fta
FTAG,First Trust Indxx Global Agriculture ETF,24.5277,4658497.006,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftag
FTAI,Fortress Transportation and Infrastructure Investors LLC,17.41,1441329783,n/a,2015,n/a,n/a,https://www.nasdaq.com/symbol/ftai
FTC,First Trust Large Cap Growth AlphaDEX Fund,64.67,989451129.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftc
FTCH,Farfetch Limited,22,6276172760,n/a,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/ftch
FTCS,First Trust Capital Strength ETF,53.87,1317121608,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftcs
FTD,"FTD Companies, Inc.",2.9299,81856518.93,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ftd
FTDR,"frontdoor, inc.",21.22,0,n/a,n/a,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/ftdr
FTEK,"Fuel Tech, Inc.",1.475,35651612.88,n/a,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/ftek
FTEO,"FRONTEO, Inc.",14.46,792263.4,54790,2013,n/a,n/a,https://www.nasdaq.com/symbol/fteo
FTF,Franklin Limited Duration Income Trust,9.39,212252743.1,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/ftf
FTFT,Future FinTech Group Inc.,1.3879,36109109.5,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ftft
FTGC,First Trust Global Tactical Commodity Strategy Fund,19.24,211704146.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftgc
FTHI,First Trust BuyWrite Income ETF,22.548,62552684.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fthi
FTI,TechnipFMC plc,26,11768476174,n/a,n/a,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/fti
FTK,"Flotek Industries, Inc.",1.82,103664781.2,n/a,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/ftk
FTLB,First Trust Hedged BuyWrite Income ETF,22.35,11175044.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftlb
FTNT,"Fortinet, Inc.",77.9,13175769028,n/a,2009,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ftnt
FTNW,"FTE Networks, Inc.",8.0092,60075559.53,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ftnw
FTR,Frontier Communications Corporation,4,423240000,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ftr
FTRI,First Trust Indxx Global Natural Resources Income ETF,12.3301,8631094.66,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftri
FTS,Fortis Inc.,34.26,14617181012,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/fts
FTSI,"FTS International, Inc.",12.88,1407456384,n/a,2018,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/ftsi
FTSL,First Trust Senior Loan Fund ETF,47.9,1889655096,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftsl
FTSM,First Trust Enhanced Short Maturity ETF,60,3239983440,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftsm
FTSV,"Forty Seven, Inc.",13.27,412008101.2,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ftsv
FTV,Fortive Corporation,76.89,25678408381,n/a,2016,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ftv
FTV^A,Fortive Corporation,1007.89,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftv^a
FTXD,First Trust Nasdaq Retail ETF,24.793,3718999.586,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxd
FTXG,First Trust Nasdaq Food & Beverage ETF,19.979,998989.958,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxg
FTXH,First Trust Nasdaq Pharmaceuticals ETF,22.7,4540045.4,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxh
FTXL,First Trust Nasdaq Semiconductor ETF,28.33,21247556.66,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxl
FTXN,First Trust Nasdaq Oil & Gas ETF,21.16,25392042.32,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxn
FTXO,First Trust Nasdaq Bank ETF,27,251100054,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxo
FTXR,First Trust Nasdaq Transportation ETF,24.456,2445648.912,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxr
FUL,H. B. Fuller Company,47.46,2406018159,n/a,n/a,Basic Industries,Home Furnishings,https://www.nasdaq.com/symbol/ful
FULT,Fulton Financial Corporation,16.71,2939589780,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fult
FUN,"Cedar Fair, L.P.",53.1,2996988373,n/a,1987,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/fun
FUNC,First United Corporation,19.65,139170005,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/func
FUND,"Sprott Focus Trust, Inc.",7,182172459,n/a,n/a,Consumer Services,Miscellaneous,https://www.nasdaq.com/symbol/fund
FUSB,"First US Bancshares, Inc.",8.9639,54610445.27,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fusb
FUV,"Arcimoto, Inc.",3.1,49580947.4,n/a,2017,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/fuv
FV,First Trust Dorsey Wright Focus 5 ETF,28.29,2499421557,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fv
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,26.325,555457552.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fvc
FVCB,"FVCBankcorp, Inc.",18.73,190650965.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fvcb
FVE,Five Star Senior Living Inc.,0.6983,35321999.97,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/fve
FWONA,Liberty Media Corporation,32.715,0,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwona
FWONK,Liberty Media Corporation,34.04,7860628587,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwonk
FWP,Forward Pharma A/S,1.63,18719384.55,11484285,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fwp
FWRD,Forward Air Corporation,62.29,1828120494,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/fwrd
FYC,First Trust Small Cap Growth AlphaDEX Fund,47.6121,418986575.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fyc
FYT,First Trust Small Cap Value AlphaDEX Fund,36.6667,62333463.33,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fyt
FYX,First Trust Small Cap Core AlphaDEX Fund,64.03,685121128.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fyx
G,Genpact Limited,29.02,5512325668,n/a,2007,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/g
GAB,"Gabelli Equity Trust, Inc. (The)",6.19,1565628616,n/a,1986,n/a,n/a,https://www.nasdaq.com/symbol/gab
GAB^D,"Gabelli Equity Trust, Inc. (The)",25.65,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gab^d
GAB^G,"Gabelli Equity Trust, Inc. (The)",23.1952,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gab^g
GAB^H,"Gabelli Equity Trust, Inc. (The)",23.2059,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gab^h
GAB^J,"Gabelli Equity Trust, Inc. (The)",24.85,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gab^j
GABC,"German American Bancorp, Inc.",31.84,779657228.5,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/gabc
GAIA,"Gaia, Inc.",12.22,218739698.6,n/a,1999,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/gaia
GAIN,Gladstone Investment Corporation,9.89,324614119.5,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/gain
GAINL,Gladstone Investment Corporation,25.2198,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gainl
GAINM,Gladstone Investment Corporation,25.2783,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gainm
GALT,Galectin Therapeutics Inc.,5.02,205387552.1,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/galt
GAM,"General American Investors, Inc.",35.52,909575842.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gam
GAM^B,"General American Investors, Inc.",26.0243,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gam^b
GARS,Garrison Capital Inc.,8,128394816,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/gars
GASS,"StealthGas, Inc.",3.46,137917548,n/a,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/gass
GATX,GATX Corporation,79.87,3003112000,n/a,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/gatx
GBAB,Guggenheim Taxable Municipal Managed Duration Trst,19.97,347803650.8,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/gbab
GBCI,"Glacier Bancorp, Inc.",45.1,3811928309,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/gbci
GBDC,"Golub Capital BDC, Inc.",18.92,1135323434,n/a,2010,n/a,n/a,https://www.nasdaq.com/symbol/gbdc
GBL,"Gamco Investors, Inc.",20.4,590832572.4,n/a,1999,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gbl
GBLI,Global Indemnity Limited,34.77,494284200.5,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/gbli
GBLIL,Global Indemnity Limited,25.5883,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/gblil
GBLIZ,Global Indemnity Limited,25.19,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/gbliz
GBNK,Guaranty Bancorp,27.02,791925316.1,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/gbnk
GBR,"New Concept Energy, Inc",2.26,4818173.1,n/a,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/gbr
GBT,"Global Blood Therapeutics, Inc.",40.78,2122733329,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gbt
GBX,"Greenbrier Companies, Inc. (The)",50.67,1631105961,n/a,1994,Capital Goods,Railroads,https://www.nasdaq.com/symbol/gbx
GCAP,"GAIN Capital Holdings, Inc.",7.84,347590139.7,n/a,2010,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gcap
GCBC,"Greene County Bancorp, Inc.",33.37,284906853.2,n/a,n/a,Finance,Banks,https://www.nasdaq.com/symbol/gcbc
GCI,TEGNA Inc.,10.06,1136725354,n/a,2015,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/gci
GCO,Genesco Inc.,46.18,932500779.4,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/gco
GCP,GCP Applied Technologies Inc.,27.72,2000212248,n/a,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/gcp
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",4.9499,71153614.62,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gcv
GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",25.8828,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gcv^b
GCVRZ,Sanofi,0.5077,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gcvrz
GD,General Dynamics Corporation,184.56,54657398783,n/a,n/a,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/gd
GDDY,GoDaddy Inc.,66.87,11521853932,n/a,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/gddy
GDEN,"Golden Entertainment, Inc.",17.7,486962329.2,n/a,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/gden
GDI,"Gardner Denver Holdings, Inc.",27.11,5388457800,n/a,2017,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/gdi
GDL,The GDL Fund,8.97,163691305.4,n/a,2007,n/a,n/a,https://www.nasdaq.com/symbol/gdl
GDL^C,The GDL Fund,50.7414,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdl^c
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc.,15.45,230831343,n/a,2009,n/a,n/a,https://www.nasdaq.com/symbol/gdo
GDOT,Green Dot Corporation,92.84,4880283330,n/a,2010,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gdot
GDP,Goodrich Petroleum Corporation,14.35,169880839.1,n/a,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/gdp
GDS,GDS Holdings Limited,23.73,1164258986,49062747,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/gds
GDV,Gabelli Dividend,21.86,1801972832,n/a,2003,n/a,n/a,https://www.nasdaq.com/symbol/gdv
GDV^A,Gabelli Dividend,25.5464,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdv^a
GDV^D,Gabelli Dividend,25.7823,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdv^d
GDV^G,Gabelli Dividend,24.3815,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gdv^g
GE,General Electric Company,9.1,79152846500,n/a,n/a,Energy,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/ge
GEC,"Great Elm Capital Group, Inc. ",3.43,88847290,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/gec
GECC,Great Elm Capital Corp.,8.15,86817068.15,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gecc
GECCL,Great Elm Capital Corp.,24.985,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/geccl
GECCM,Great Elm Capital Corp.,25.15,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/geccm
GEF,Greif Bros. Corporation,50.57,2981246434,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gef
GEF.B,Greif Bros. Corporation,n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gef.b
GEL,"Genesis Energy, L.P.",23.79,2916159596,n/a,1996,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/gel
GEMP,Gemphire Therapeutics Inc.,1.36,19400958.96,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gemp
GEN           ,"Genesis Healthcare, Inc.",1.69,272995343.1,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/gen
GENC,Gencor Industries Inc.,11.92,172764832.5,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/genc
GENE,Genetic Technologies Ltd,1.23,13168553.43,10706141,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gene
GENY,Principal Millennials Index ETF,35.45,19497535.45,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/geny
GEO,Geo Group Inc (The),22.1,2691351371,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/geo
GEOS,Geospace Technologies Corporation,13.78,187367225,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/geos
GER,Goldman Sachs MLP Energy Renaissance Fund,5.99,476054531.2,n/a,1986,n/a,n/a,https://www.nasdaq.com/symbol/ger
GERN,Geron Corporation,1.685,313996491.2,n/a,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gern
GES,"Guess?, Inc.",22.94,1858723204,n/a,1996,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/ges
GEVO,"Gevo, Inc.",3.245,26236097.58,n/a,2011,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/gevo
GF,"New Germany Fund, Inc. (The)",16.51,263351241.1,n/a,1990,n/a,n/a,https://www.nasdaq.com/symbol/gf
GFA,Gafisa SA,5.9,129459623.1,n/a,2007,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/gfa
GFED,"Guaranty Federal Bancshares, Inc.",23.8,105951007.4,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/gfed
GFF,Griffon Corporation,12.69,578859134.1,n/a,n/a,Capital Goods,Building Products,https://www.nasdaq.com/symbol/gff
GFI,Gold Fields Limited,2.89,2371575087,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gfi
GFN,General Finance Corporation,15.56,416339760.2,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfn
GFNCP,General Finance Corporation,100.6449,0,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfncp
GFNSL,General Finance Corporation,25.1709,0,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfnsl
GFY,Western Asset Variable Rate Strategic Fund Inc.,15.9,74227671.3,n/a,2004,n/a,n/a,https://www.nasdaq.com/symbol/gfy
GG,Goldcorp Inc.,9.38,8156191897,n/a,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/gg
GGAL,Grupo Financiero Galicia S.A.,26.02,1653419407,63544174,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/ggal
GGB,Gerdau S.A.,4.31,7335165067,n/a,n/a,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/ggb
GGG,Graco Inc.,43.71,7274961270,n/a,n/a,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/ggg
GGM,Guggenheim Credit Allocation Fund,20.56,151675602.1,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/ggm
GGN,"GAMCO Global Gold, Natural Reources & Income Trust ",4.17,565767919.2,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/ggn
GGN^B,"GAMCO Global Gold, Natural Reources & Income Trust ",22.29,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ggn^b
GGO,The Gabelli Go Anywhere Trust,17.1,27558513.9,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/ggo
GGO^A,The Gabelli Go Anywhere Trust,42.12,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ggo^a
GGT,Gabelli Multi-Media Trust Inc. (The),8.67,210510218.3,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ggt
GGT^B,Gabelli Multi-Media Trust Inc. (The),25.66,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ggt^b
GGT^E,Gabelli Multi-Media Trust Inc. (The),23.115,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ggt^e
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),11.17,114198483.3,n/a,2014,n/a,n/a,https://www.nasdaq.com/symbol/ggz
GGZ^A,Gabelli Global Small and Mid Cap Value Trust (The),24.3,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ggz^a
GH,"Guardant Health, Inc.",38.18,0,n/a,2018,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/gh
GHC,Graham Holdings Company,648.23,3436759237,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ghc
GHDX,"Genomic Health, Inc.",83.7,3001083002,n/a,2005,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ghdx
GHG,GreenTree Hospitality Group Ltd.,12.75,1294790665,n/a,2018,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/ghg
GHL,"Greenhill & Co., Inc.",23.3,525776406.3,n/a,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/ghl
GHM,Graham Corporation,26.25,258076245,n/a,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ghm
GHY,"PGIM Global Short Duration High Yield Fund, Inc.",13.64,558201709.6,n/a,2012,n/a,n/a,https://www.nasdaq.com/symbol/ghy
GIB,"CGI Group, Inc.",62.45,15580151899,n/a,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/gib
GIFI,"Gulf Island Fabrication, Inc.",8.65,130122538.2,n/a,1997,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/gifi
GIG,"GigCapital, Inc.",9.9901,40891926.87,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/gig
GIG.U,"GigCapital, Inc.",n/a,0,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/gig.u
GIG.WS,"GigCapital, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gig.ws
GIG~,"GigCapital, Inc.",0.4125,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gig~
GIGM,GigaMedia Limited,2.775,30669952.13,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/gigm
GIII,"G-III Apparel Group, LTD.",42.71,2100436072,n/a,1989,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/giii
GIL,"Gildan Activewear, Inc.",32.09,6634279669,n/a,1998,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/gil
GILD,"Gilead Sciences, Inc.",71.82,92935080000,n/a,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gild
GILT,Gilat Satellite Networks Ltd.,10.64,583073202.3,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/gilt
GIM,"Templeton Global Income Fund, Inc.",6.21,833035221.2,n/a,1988,n/a,n/a,https://www.nasdaq.com/symbol/gim
GIS,"General Mills, Inc.",44.44,26496458178,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/gis
GJH,STRATS Trust,9.5995,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjh
GJO,STRATS Trust,22.75,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjo
GJP,"Synthetic Fixed-Income Securities, Inc.",22.5936,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gjp
GJR,"Synthetic Fixed-Income Securities, Inc.",22.2699,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gjr
GJS,STRATS Trust,21.1941,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjs
GJT,"Synthetic Fixed-Income Securities, Inc.",21.16,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjt
GJV,"Synthetic Fixed-Income Securities, Inc.",26.05,0,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gjv
GKOS,Glaukos Corporation,59.81,2108602148,n/a,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/gkos
GLAC,Greenland Acquisition Corporation,9.7215,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/glac
GLACR,Greenland Acquisition Corporation,0.37,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/glacr
GLACU,Greenland Acquisition Corporation,10.22,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/glacu
GLACW,Greenland Acquisition Corporation,0.25,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/glacw
GLAD,Gladstone Capital Corporation,9.23,256602297.8,n/a,2001,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/glad
GLADN,Gladstone Capital Corporation,25.05,0,n/a,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/gladn
GLBS,Globus Maritime Limited,5.695,182462.105,n/a,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/glbs
GLBZ,Glen Burnie Bancorp,11.5727,32530408.36,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/glbz
GLDD,Great Lakes Dredge & Dock Corporation,7.26,452337262.1,n/a,n/a,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/gldd
GLDI,Credit Suisse AG,8.29,112125582.6,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/gldi
GLF,"GulfMark Offshore, Inc.",30.51,229914359.6,n/a,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/glf
GLF.WS,"GulfMark Offshore, Inc.",n/a,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glf.ws
GLG,"China Commercial Credit, Inc.",0.5175,12728229.21,n/a,2013,Finance,Major Banks,https://www.nasdaq.com/symbol/glg
GLIBA,"GCI Liberty, Inc.",48.52,5288903968,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/gliba
GLIBP,"GCI Liberty, Inc.",24.53,880504350,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/glibp
GLMD,Galmed Pharmaceuticals Ltd.,10.49,220330155.7,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/glmd
GLNG,Golar LNG Limited,29.14,2951882000,n/a,n/a,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/glng
GLO,Clough Global Opportunities Fund,10.04,323533096.5,n/a,2006,n/a,n/a,https://www.nasdaq.com/symbol/glo
GLOB,Globant S.A.,54.1,1935015853,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/glob
GLOG,GasLog LP.,21.84,1765020479,n/a,2012,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/glog
GLOG^A,GasLog LP.,25.88,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glog^a
GLOP,GasLog Partners LP,24.72,1139891928,n/a,2014,Consumer Services,Marine Transportation,https://www.nasdaq.com/symbol/glop
GLOP^A,GasLog Partners LP,25.63,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glop^a
GLOP^B,GasLog Partners LP,24.88,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glop^b
GLOW,"Glowpoint, Inc.",0.1848,8853398.4,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/glow
GLP,Global Partners LP,19.63,667332901.7,n/a,2005,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/glp
GLP^A,Global Partners LP,25.5317,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/glp^a
GLPG,Galapagos NV,107.39,949178005.7,8838607,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/glpg
GLPI,"Gaming and Leisure Properties, Inc.",33.97,7272666378,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/glpi
